data_id,fact,generated_rule,golden_rule,yesNoRatio
0,,"if an animal has fur, then it probably can't live in a cold climate.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.77547335624695
0,,"if a creature is equipped with a unique way of life, then it is an animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.16599702835083
0,,"a large proportion of the population, if not the majority, is willing to believe in god.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.74868607521057
0,,"a large proportion of the population, if not the majority.","If an animal lives in a cold area, then it probably has thick fat or think fur.",49.038368463516235
0,,"if a mammal is adapted to an environment, it's likely to be better adapted than other mammals.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.75155305862427
0,,"if the temperature is below zero, then the ice is probably frozen.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.195019483566284
0,,there exist mammals that have fur that can be used to insulate the body against the cold.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",49.248236417770386
0,,"if an animal lives in cold and has white fur, then it is probably a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",45.72945833206177
0,,"if a region has a lot of snow and its temperature is very low, then it.","If an animal lives in a cold area, then it probably has thick fat or think fur.",39.81579542160034
0,,"if a creature's fur can't protect it from cold, then it will not be able to survive in a cold environment.","If an animal lives in a cold area, then it probably has thick fat or think fur.",49.822115898132324
0,,"if an animal breeds in winter, then it probably has a thick fur coat.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.778608560562134
0,,"there exist a polar bear, which is a superbly insulated mammal, whose fur is made of a layer of dense underfur and an outer layer of guard hairs, which appear white to tan but are actually transparent.","If an animal lives in a cold area, then it probably has thick fat or think fur.",55.67130446434021
0,,"if an animal is covered by thick fur and has a white color, then the animal is probably a bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",46.11813127994537
0,,"if a fur is white, then it is likely that the animal lives in colder areas.","If an animal lives in a cold area, then it probably has thick fat or think fur.",53.33319306373596
0,,"if an animal can't keep warm, then it probably needs to be in the arctic.","If an animal lives in a cold area, then it probably has thick fat or think fur.",49.82420802116394
0,,there exist animals that are perfectly adapted to cold environment and permanently frozen ground.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",47.68900275230408
0,,"if the animal is adapted to the arctic environment and has the ability to hibernate in winter, then it might have a white fur.","If an animal lives in a cold area, then it probably has thick fat or think fur.",46.70062065124512
0,,"if a bear hibernates in the winter, then it will be in the coldest weather.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.02012848854065
0,,"if an animal lives in the coldest part of the world, then.","If an animal lives in a cold area, then it probably has thick fat or think fur.",47.0964252948761
0,,"if an animal lives in an environment with no other form of transport, then it must have good insulation.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.16832160949707
0,,"there exist animals that are larger than the polar bear, which are white, have no underfur, and have white guard hairs.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.81273913383484
0,,"there exist animals that are larger than the polar bear, which are white,.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.2293586730957
0,,"if a person has a fur, then he/she probably has a winter environment.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.01751780509949
0,,"if a person is in a winter environment, then he/she probably has a fur.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.35981345176697
0,,"if a mammal lives in the arctic, it is most likely to have fur or hair.","If an animal lives in a cold area, then it probably has thick fat or think fur.",54.88528609275818
1,,"if an animal has a bad smell, then it might be aggressive.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",53.52931022644043
1,,"'if you're not willing to take responsibility for yourself, how can you take responsibility for others?' – jim rohn.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",56.04071021080017
