data_id,fact,generated_rule,golden_rule,yesNoRatio
0,,"if an animal has fur, then it probably can't live in a cold climate.","If an animal lives in a cold area, then it probably has thick fat or think fur.",54.76648807525635
0,,there exist polar bear species.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",50.089311599731445
0,,"if a species is adapted to cold environments and has fur, then it is a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",65.72238802909851
0,,"if  and , then.","If an animal lives in a cold area, then it probably has thick fat or think fur.",42.1028733253479
0,,if a place has.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",40.996408462524414
0,,"if a bear is adapted to hunt polar bears and eats mostly seals, then it is probably an arctic bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",64.45959806442261
0,,"if a species is well insulated, then it is probably a cold-adapted animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",56.61793351173401
0,,"there exist polar bears, which have a fur that is insulating and is a white color.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.14802026748657
0,,"if an animal is an adaptation for cold temperature and is not a bear, then it is an arctic bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",64.12438154220581
0,,"if a creature's fur can't protect it from cold, then it will die.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.87682509422302
0,,"i'm not sure if you can do this, but i think you can.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.44818329811096
0,,"if an animal lives in a cold environment, then it might have good insulating properties.","If an animal lives in a cold area, then it probably has thick fat or think fur.",49.91117715835571
0,,"there exist a polar bear, which is a member of the family ursidae, which is the most common type of bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",63.710057735443115
0,,"if a species is used for transportation, then it is probably a mammal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",55.928605794906616
0,,"if and, then.","If an animal lives in a cold area, then it probably has thick fat or think fur.",39.961957931518555
0,,"if a species are used for transportation, then it is probably mammal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",54.91148829460144
0,,"if a fur is short, then it might help its owner to better deal with the environment.","If an animal lives in a cold area, then it probably has thick fat or think fur.",49.157944321632385
0,,"if a bear can swim across the ice, then it probably can survive in the arctic.","If an animal lives in a cold area, then it probably has thick fat or think fur.",56.6272497177124
0,,"there exist animals that have fur, which are white to tan but are actually transparent.","If an animal lives in a cold area, then it probably has thick fat or think fur.",53.85577082633972
0,,"if the animal is adapted for hunting, then he has to have thick fur to keep warm and waterproof.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.94262766838074
0,,"if a bear's fur is white, it might be a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",53.96788716316223
0,,"if  or , then.","If an animal lives in a cold area, then it probably has thick fat or think fur.",40.70922136306763
0,,"if a bear has a hairy body or white fur, then it might be a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",61.87491416931152
0,,"if a dog lives in an arctic region, then it has a thick fur.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.25983262062073
0,,"there exist bears that are larger than the polar bear, which are white, have no underfur, and hunt seals.","If an animal lives in a cold area, then it probably has thick fat or think fur.",57.2617769241333
0,,"if a body has dense fur, then it probably is an arctic animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",55.34032583236694
0,,"if a mammal is covered by dense hair, then it's likely to have evolved to live in cold climates.","If an animal lives in a cold area, then it probably has thick fat or think fur.",54.145824909210205
0,,"if an animal has a high fat content, then it might be suitable to be used as a transportation animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.218754053115845
0,,"there exist a species of animal that has a short neck, broad head, small ears, short powerful legs and feet, bushy and densely furred tail, and a thick body covered in coarse hair.","If an animal lives in a cold area, then it probably has thick fat or think fur.",58.51062536239624
0,,"if a mammal is insulator, then it is a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.411240339279175
0,,"if a mammal has a thick fur and dense body, then it probably can live in cold and frozen environments.","If an animal lives in a cold area, then it probably has thick fat or think fur.",63.22553753852844
0,,"if an animal has fur, it probably does not have a wide ecological niche.","If an animal lives in a cold area, then it probably has thick fat or think fur.",57.35726356506348
0,,"there exist an animal, which has 10 cm (4 in) of adipose tissue.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.487934589385986
0,,"if a dog, then it has.","If an animal lives in a cold area, then it probably has thick fat or think fur.",45.424553751945496
0,,"there exist a polar bear, which has 10 cm (4 in) of adipose.","If an animal lives in a cold area, then it probably has thick fat or think fur.",53.34259867668152
0,,"if a dog has fur, then the dog is animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.240307092666626
0,,"if a person is born with fur, then he is an animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.97601914405823
0,,"if a bear has a dark and thick fur, then it is most likely polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",64.76953029632568
0,,"if a dog has thick fur, then it probably is adapted to live in cold weather.","If an animal lives in a cold area, then it probably has thick fat or think fur.",55.83065748214722
0,,"there exist an animal with a short neck, broad and short head, small ears, short powerful legs and feet, bushy and densely furred tail, and a thick body covered in coarse hair.","If an animal lives in a cold area, then it probably has thick fat or think fur.",58.163124322891235
0,,"if a person has thick fur and a white coat, then he probably has a body temperature below the freezing point.","If an animal lives in a cold area, then it probably has thick fat or think fur.",64.65689539909363
0,,"if a mammal has more body fat than a bird, or if it has a shorter nose and is less active, then it might be less intelligent.","If an animal lives in a cold area, then it probably has thick fat or think fur.",58.989208936691284
0,,"if '', then ''.","If an animal lives in a cold area, then it probably has thick fat or think fur.",42.52334237098694
0,,"if a person has a fur coat, then he probably enjoys cold weather.","If an animal lives in a cold area, then it probably has thick fat or think fur.",57.072049379348755
0,,there exist a species of dog that can run on snow and ice.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",54.62450981140137
0,,there exists.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",49.260494112968445
0,,"if a person has fur, then he/she is a mammal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.85691809654236
0,,"if the fur is thick and heavy, then it can help them survive in colder weather.","If an animal lives in a cold area, then it probably has thick fat or think fur.",58.452993631362915
0,,if   or   then.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",39.54565227031708
0,,"if a living organism is able to swim or is a fish, then it will be a.","If an animal lives in a cold area, then it probably has thick fat or think fur.",58.66379737854004
0,,"if a bear's hair is white, then it might live in cold places.","If an animal lives in a cold area, then it probably has thick fat or think fur.",50.989073514938354
0,,there exist animal that can be found in the frozen north.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",50.805824995040894
0,,"if an animal is adapted to be a hunter, it probably lives in the cold.","If an animal lives in a cold area, then it probably has thick fat or think fur.",60.08872985839844
0,,"if ?, then ?.","If an animal lives in a cold area, then it probably has thick fat or think fur.",40.66423177719116
0,,"if a person live in the cold, then it will be easy to see him if he is.","If an animal lives in a cold area, then it probably has thick fat or think fur.",48.454585671424866
0,,"if a polar bear has a dense coat, then it might be able to survive in the cold climate.","If an animal lives in a cold area, then it probably has thick fat or think fur.",55.05058765411377
1,,"if a creature has strong odor, then it might be a predator.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",50.13912320137024
1,,there exist species that can emit a foul smelling substance from its anal glands for protection.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",53.4893274307251
1,,"if a wild animal is strong and has potent smell, then it probably is a carnivore.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",63.426274061203
1,,"if a wild animal can't escape from its enemies, then it may evolve to use different methods.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",50.56000351905823
1,,"if a mammal has stinky glands, then it probably is a good hunter.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",54.04136776924133
1,,"there exist a mustelid, which is capable of emitting a foul-smelling substance from its anal glands.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",51.269692182540894
1,,"if a predator is a smeller, then it probably has a very potent scent for its prey.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",57.03840255737305
1,,"if a predator can't detect the prey, then it can't eat it.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",49.72737431526184
1,,"if , then.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",41.58489406108856
1,,if a snake can detect something.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",49.82259273529053
1,,"if an animal is stinky, then it is a member of the mustelidae family.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",55.833226442337036
1,,"there exist a stink gland in the mustelid family, the most potent of which is located in the anal region of the animal.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",55.777692794799805
1,,"if a mammal has anal scent glands and can emit its foul odor, then it probably is a carnivore.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",64.9359941482544
1,,"if a creature smells like a skunk, it might be a wolverine.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",52.63482928276062
1,,"if a predator can smell a prey, then the predator can probably catch the prey.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",54.93741035461426
1,,there exist a mammalian with anal scent glands that are used for marking territory and sexual signaling.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",53.55589985847473
1,,"if a person has strong odor, then he will have bad luck.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",49.40613806247711
1,,"if a cat has a long tail, then it probably is a wolverine.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",56.53736591339111
1,,"if a predator is able to mark its territory, then it probably uses a strong smell.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",58.7958037853241
1,,"there exist mammals with powerful anal scent glands, which have given rise to nicknames ""skunk bear"" and ""nasty cat.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",55.27988076210022
1,,"if a creature smells like its an animal, then it is probably a mammal.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",54.13188338279724
1,,"if a species produce a bad smell, then it might be dangerous to humans.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",52.4773895740509
1,,"if a man has anal glands, then he probably can't protect his own territory.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",54.58043813705444
1,,"there exist species of mustelid that are larger than the largest species of carnivore, which are wolverines.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",58.166468143463135
1,,"if an animal smells bad, then it might be a predator.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",50.70861577987671
1,,"if  and , then.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",42.1028733253479
1,,if a mammal is.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",45.05470395088196
1,,"if the smell of an animal is strong, then it might be dangerous.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",51.67236924171448
1,,"if an animal emits a strong stench, then it might have a long nose.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",49.71038103103638
1,,there exist a mustelid which is the largest land-dwelling species of the family mustelidae.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",56.32767081260681
1,,"if an animal is not a felid or canid, then it is a mustelid.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",58.327847719192505
1,,"if a predator is not afraid of the stink of its prey, then it might eat it.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",51.17320418357849
1,,"if an animal has a strong smell, then it probably does not want to attract predators.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",55.7350218296051
1,,there exist two animals.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",49.16427731513977
1,,"if a person can emit a smell that is strong and repulsive, then he probably have a strong and repulsive personality.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",62.89566159248352
1,,"if you have a strong and repulsive personality, then you might be rude and intolerant.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",63.210344314575195
1,,"if a mammal has a bad smell, then it might be a predator.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",53.1283974647522
1,,"if a bear smells bad, then it probably is bad.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",53.23212146759033
1,,there exist an animal and an odor.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",44.223734736442566
1,,"if an animal is well-known for being aggressive and aggressive, then it probably is a mustelid.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",61.96843385696411
1,,"if a wild animal has a pungent anal odor, then it might be a wild animal which is an enemy of humans.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",55.71823716163635
1,,"if an animal has a smell, then it might be good to avoid it.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",49.096715450286865
1,,"there exist a mammal and a member of the family mustelidae, which is larger than the largest land-dwelling species of the family mustelidae.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",62.40854859352112
1,,"if a place has a stench, then it probably has a variety of wildlife.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",50.06362795829773
1,,if  and.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",42.82305836677551
