data_id,fact,generated_rule,golden_rule,yesNoRatio
0,,"if an animal has fur, then it probably can't live in warm weather.","If an animal lives in a cold area, then it probably has thick fat or think fur.",54.8871636390686
0,,"there exist two polar bear species, the brown bear, and the white bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",54.11139726638794
0,,"if a species is adapted to hunting, then it is probably a predatory species.","If an animal lives in a cold area, then it probably has thick fat or think fur.",57.95937180519104
0,,"if an animal hunts, then it is probably a predatory animal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",55.46547174453735
0,,"if a bear is adapted to hunt in cold and dry environments, then it will probably be an excellent hunter.","If an animal lives in a cold area, then it probably has thick fat or think fur.",61.8951678276062
0,,"if a species is a cousin of another, then it probably inhabits a colder habitat.","If an animal lives in a cold area, then it probably has thick fat or think fur.",57.19602108001709
0,,"there exist polar bears, which are well insulated by 10 cm of adipose tissue, their hide and their fur.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.55531668663025
0,,"there exists a species of animal called the polar bear, which is well insulated by 10 cm of adipose tissue, their hide and their.","If an animal lives in a cold area, then it probably has thick fat or think fur.",57.96576738357544
0,,"if an animal lives in cold and has white fur, then it is probably a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",66.03356599807739
0,,"if a number is between 0 and 100, then it is not between 1 and 99.","If an animal lives in a cold area, then it probably has thick fat or think fur.",59.28192138671875
0,,"if a creature's fur can't protect it from cold, then it will not stay in the cold environment.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.74896025657654
0,,"if an animal lives in a cold environment, then it probably has white fur.","If an animal lives in a cold area, then it probably has thick fat or think fur.",58.15178155899048
0,,"there exist a polar bear, which is a member of the family ursidae, which is closely related to the brown bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",64.97491598129272
0,,"if a species is the sister species of a bear, and it lives in the coldest regions and is specialized in hunting seals, then it probably have white fur.","If an animal lives in a cold area, then it probably has thick fat or think fur.",63.719141483306885
0,,"if a species is a sister species, then it probably has similar ecological niche, and might have similar food habits.","If an animal lives in a cold area, then it probably has thick fat or think fur.",60.03637909889221
0,,"if a bear can swim across the ice, then it probably can survive in the arctic.","If an animal lives in a cold area, then it probably has thick fat or think fur.",56.6217303276062
0,,"there exist animals that are perfectly adapted to cold temperatures, that are good at swimming, that can move across snow and ice and that can hunt for seals.","If an animal lives in a cold area, then it probably has thick fat or think fur.",59.287071228027344
0,,"if a bear is adapted for hunting seals, then it probably have thick fur.","If an animal lives in a cold area, then it probably has thick fat or think fur.",57.195985317230225
0,,"if a bear's fur is white, it might can be a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",52.749186754226685
0,,"if a bear's fur is white, then it might can be a polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.18960738182068
0,,"if a bear lives in the arctic region, then it has a special fur coat.","If an animal lives in a cold area, then it probably has thick fat or think fur.",53.927505016326904
0,,there exist bears that are adapted to cold temperatures.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",48.06744158267975
0,,"if a species has a fur, then it probably inhabit an ecological niche where it can find food.","If an animal lives in a cold area, then it probably has thick fat or think fur.",57.387953996658325
0,,"if a species can not survive without air, then it will probably.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.38314366340637
0,,"if a mammal is white, then it probably is able to live at high latitude.","If an animal lives in a cold area, then it probably has thick fat or think fur.",57.579123973846436
1,,"if an animal has a bad smell, then it will probably be safe.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",52.361226081848145
1,,"there exist plants, which if they stink, send the predator in the opposite direction.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",51.38392448425293
1,,"if a mammal is odorless, then it is safe to approach.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",48.25986921787262
1,,"if an animal has a foul odor, then it probably has a nasty and unpleasant personality.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",56.81639909744263
1,,"cats are extremely sensitive to the presence of humans in the home, and will often leave the home if they think that they are being followed.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",59.289467334747314
1,,"if an animal stinks, then it might be dangerous.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",49.0410715341568
1,,there are several potential predators—jaguars and smaller cats like the margay—would love to make a meal out of a tamandua if it weren't so stinky! the bad smell lets other.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",56.9998562335968
1,,"if something is stinky, then it will scare away the predators.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",49.62531626224518
1,,"if a plant has a strong smell, then it probably have many toxins and poisons in it.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",55.27541637420654
1,,"if a species has a strong odor, then it probably is not attractive to other species.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",55.46808838844299
1,,there exist an animal with a bad smell that can be used by others to avoid an animal.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",50.996023416519165
1,,"if a thing has a bad smell, then it probably can be a good source of food for other animals.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",55.46647906303406
1,,"if a mammal has a smelly odor, then it is probably stinky.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",55.07984161376953
1,,"if a predator avoids a scent, then it probably does not like the stinky animal.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",56.23619556427002
1,,"there exist predators that would love to make a meal out of a tamandua, but they will flee in fear at the stench of the animal.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",54.303568601608276
1,,"if a person smells like a mammal, then he probably is a mammal.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",55.07825016975403
1,,"if the smell is strong enough, it might scare away the predator.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",53.3308744430542
1,,"if a smell is repulsive, then it might be repulsive because it is a signal for an animal to stay away.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",52.74873375892639
1,,there exist animals that are stinky and other animals that avoid stinky animals.,"If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",51.776278018951416
1,,"if an animal is stinky and can let other animals know where it is, then the animal is probably a predator.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",64.07942771911621
1,,"if a creature can't get away from predators, it might be eaten.","If an animal emits foul smell, then it probaly is protecting itself or marking its territory.",51.776254177093506
2,,"if a groundhog hibernates longer in a northern area than in a southern area, then it probably has a lower body temperature.","If it's a cold place and winter comes, then animals in this place might hibernate.",60.41234731674194
2,,there exist species that hibernate from october to march or april.,"If it's a cold place and winter comes, then animals in this place might hibernate.",50.99596381187439
2,,there exists species that hibernate from october to march or april.,"If it's a cold place and winter comes, then animals in this place might hibernate.",51.77691578865051
2,,"if a region has a long hibernation time, then the region probably has a temperate climate.","If it's a cold place and winter comes, then animals in this place might hibernate.",55.08269667625427
2,,"if a plant's stem is in a vertical position, then the plant probably has.","If it's a cold place and winter comes, then animals in this place might hibernate.",48.458465933799744
2,,"if a wild animal can hibernate in an area where humans live, it is not likely to be dangerous.","If it's a cold place and winter comes, then animals in this place might hibernate.",55.46671748161316
2,,"if a hibernating animal has a northern latitude, then it might hibernate longer than a hibernating animal in a southern latitude.","If it's a cold place and winter comes, then animals in this place might hibernate.",55.4657518863678
2,,"there exist groundhogs, which hibernate from october to march or april.","If it's a cold place and winter comes, then animals in this place might hibernate.",49.238091707229614
2,,"if a place is on the land and more colder than -5°c, then it probably has groundhogs.","If it's a cold place and winter comes, then animals in this place might hibernate.",60.03614664077759
2,,"if a groundhog hibernate more than one month, then it might hibernate two months.","If it's a cold place and winter comes, then animals in this place might hibernate.",54.111313819885254
2,,"if a groundhog hibernates from october to march, then it might hibernate from october to march.","If it's a cold place and winter comes, then animals in this place might hibernate.",52.748143672943115
2,,there exist a hibernation period for groundhogs.,"If it's a cold place and winter comes, then animals in this place might hibernate.",50.8001446723938
2,,there exist a period of hibernation for groundhogs.,"If it's a cold place and winter comes, then animals in this place might hibernate.",51.19173526763916
2,,"if a mammal has long hibernation period and hibernate in northern latitudes, then the species probably hibernates during the months of october to march.","If it's a cold place and winter comes, then animals in this place might hibernate.",65.50651788711548
2,,"if a groundhog hibernates longer, then it might be located in a temperate zone.","If it's a cold place and winter comes, then animals in this place might hibernate.",52.16611623764038
2,,"if a groundhog hibernates for a longer time, then it is likely to be found in a colder area.","If it's a cold place and winter comes, then animals in this place might hibernate.",54.69154715538025
