data_id,fact,generated_rule,golden_rule,yesNoRatio
0,,"if the polar bear has been eating meat, then it probably has a short tail.","If an animal lives in a cold area, then it probably has thick fat or think fur.",22.8515625
0,,"there exist two types of the red fox, the blue fox and the green fox.","If an animal lives in a cold area, then it probably has thick fat or think fur.",89.84375
0,,"if a species is known to have high snowfall and snow cover (see also snowfall), then the species may be a bird or a mammal.","If an animal lives in a cold area, then it probably has thick fat or think fur.",51.416015625
0,,"if a small mammal has large eyes, a large nose, a large mouth, a large nose, a large mouth, and a small body, it may have a large nose, a small nose, a large mouth, and a large body.","If an animal lives in a cold area, then it probably has thick fat or think fur.",38.134765625
0,,"if the bears have a dog, then the dog is probably more common than the bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",32.080078125
0,,there exist a few species of  arctic polar bears with.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",87.98828125
0,,"if a plant is an annual plant, then it is not an annual plant.","If an animal lives in a cold area, then it probably has thick fat or think fur.",29.5654296875
0,,"if a dog or a bear is not a dog or a bear, then the dog.","If an animal lives in a cold area, then it probably has thick fat or think fur.",35.400390625
0,,"if a car or truck has been found by the dog, then it will not be allowed to travel to and from the car or truck.","If an animal lives in a cold area, then it probably has thick fat or think fur.",30.76171875
0,,"if an animal has an extremely short neck, then the neck is too short and the head is too long.","If an animal lives in a cold area, then it probably has thick fat or think fur.",27.6123046875
0,,"there exist a variety of species of bears, which are considered to be very similar.","If an animal lives in a cold area, then it probably has thick fat or think fur.",87.109375
0,,"if a rock is covered by an ice-covered ice-covered rock, then it is likely that the rock will form ice on the rock surface.","If an animal lives in a cold area, then it probably has thick fat or think fur.",29.6142578125
0,,"if a pack is short, short, short, or short, then the pack will move with them.","If an animal lives in a cold area, then it probably has thick fat or think fur.",33.2275390625
0,,"if a bear is a polar bear, then it is likely to be a male polar bear.","If an animal lives in a cold area, then it probably has thick fat or think fur.",24.84130859375
0,,there exist plants that are particularly close to alaskan and canadian arctic.,"If an animal lives in a cold area, then it probably has thick fat or think fur.",88.28125
0,,"if a house is built in the arctic, then it has a large proportion of ice.","If an animal lives in a cold area, then it probably has thick fat or think fur.",32.1533203125
